"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"85","Victor Hedman","T.B","D","78","1934.7333333333","2221","1869","54.30","1629","1386","54.03","1112","978","53.21","151","98","60.64","129.27","116.77","52.54","1107","921","54.59","443","400","52.55","66","45","59.46","664","521","56.03","44","30","59.46","1356","1052","56.31","40","17","70.18","13.58","89.98","1.036","322","290","276","1148","53.85","833","488","568","59.46"
"504","Carl Grundstrom","L.A","R","50","546.85","617","520","54.27","436","363","54.57","305","240","55.96","21","22","48.84","27.38","24.61","52.66","279","235","54.28","102","95","51.78","8","9","47.06","177","140","55.84","7","8","46.67","335","307","52.18","6","5","54.55","6.89","90.83","0.977","101","120","72","460","58.38","172","168","142","54.78"
"132","Brock Nelson","NYI","C","82","1482.85","1743","1470","54.25","1251","1056","54.23","898","754","54.36","105","77","57.69","97.38","78.98","55.22","910","692","56.80","340","278","55.02","52","37","58.43","570","414","57.93","36","19","65.45","1022","768","57.09","16","14","53.33","11.69","89.79","1.015","347","250","155","1062","69.12","631","404","331","65.59"
"920","Wyatt Johnston","DAL","C","82","1394.2","1551","1308","54.25","1084","931","53.80","755","643","54.01","82","65","55.78","84.45","62.22","57.58","775","570","57.62","335","232","59.08","48","32","60.00","440","338","56.56","26","17","60.47","893","809","52.47","7","13","35.00","10.86","89.89","1.008","249","238","242","1059","50.71","470","360","461","50.48"
"416","Jack Eichel","VGK","C","63","1292.75","1475","1246","54.21","1092","862","55.89","806","636","55.89","90","64","58.44","81.83","64.91","55.77","728","565","56.30","282","235","54.55","40","31","56.34","446","330","57.47","29","13","69.05","935","746","55.62","15","14","51.72","11.17","89.94","1.011","304","208","190","661","61.54","608","310","364","62.55"
"487","Mason Marchment","DAL","L","81","1219.8","1325","1119","54.21","970","820","54.19","650","556","53.90","76","38","66.67","67.34","46.88","58.96","685","511","57.27","276","194","58.72","46","25","64.79","409","317","56.34","22","10","68.75","788","648","54.87","7","2","77.78","11.69","93.17","1.049","255","245","136","897","65.22","446","344","348","56.17"
"410","Kyle Connor","WPG","L","65","1282.1","1396","1180","54.19","1030","891","53.62","729","627","53.76","83","60","58.04","78.45","65.24","54.60","703","580","54.79","298","272","52.28","47","34","58.02","405","308","56.80","27","16","62.79","937","613","60.45","9","6","60.00","11.39","90.43","1.018","354","185","114","715","75.64","687","270","276","71.34"
"664","Pius Suter","VAN","C","67","1038.1666666667","1022","864","54.19","719","628","53.38","481","443","52.06","55","35","61.11","52.95","41.49","56.07","525","379","58.08","243","165","59.56","29","19","60.42","282","214","56.85","17","6","73.91","573","545","51.25","8","9","47.06","11.43","92.10","1.035","183","179","159","918","53.51","304","273","274","52.60"
"860","Thomas Bordeleau","S.J","C","27","405.65","440","372","54.19","325","273","54.35","203","198","50.62","18","24","42.86","22.39","20.64","52.03","208","175","54.31","81","80","50.31","7","11","38.89","127","95","57.21","7","8","46.67","305","219","58.21","4","4","50.00","8.87","87.88","0.967","80","74","55","271","59.26","179","91","131","57.74"
"374","Justin Kirkland","ARI","C","2","14.45","13","11","54.17","7","8","46.67","5","7","41.67","0","0","-","0.38","0.33","53.71","6","4","60.00","5","1","83.33","0","0","-","1","3","25.00","0","0","-","7","5","58.33","0","0","-","0.00","100.00","1.000","0","6","1","15","0.00","3","7","5","37.50"
"203","Colin Miller","N.J","D","41","651.06666666667","717","607","54.15","505","455","52.60","349","321","52.09","32","25","56.14","31.85","32.16","49.75","312","295","51.40","125","129","49.21","14","13","51.85","187","166","52.97","11","6","64.71","445","312","58.78","7","6","53.85","9.17","92.21","1.014","96","125","68","608","58.54","227","193","150","60.21"
"953","Tristan Luneau","ANA","D","7","122.85","124","105","54.15","87","83","51.18","62","55","52.99","6","5","54.55","5.37","6.8","44.12","59","59","50.00","23","31","42.59","4","4","50.00","36","28","56.25","2","1","66.67","80","52","60.61","0","0","-","9.68","90.91","1.006","20","24","17","81","54.05","47","30","33","58.75"
"177","Mike Reilly","NYI","D","59","1018.25","1120","949","54.13","824","672","55.08","582","461","55.80","50","41","54.95","54.17","39.5","57.83","500","417","54.53","219","154","58.71","20","15","57.14","281","263","51.65","18","15","54.55","706","525","57.35","12","9","57.14","8.59","91.11","0.997","186","211","92","895","66.91","398","316","226","63.78"
"776","Bobby Brink","PHI","R","57","786.2","808","685","54.12","601","467","56.27","420","331","55.93","36","28","56.25","42.1","35.55","54.22","365","322","53.13","161","138","53.85","20","16","55.56","204","184","52.58","9","9","50.00","505","371","57.65","7","3","70.00","8.57","91.54","1.001","178","134","76","617","70.08","283","186","169","62.61"
"733","Scott Perunovich","STL","D","54","824.68333333333","830","704","54.11","614","519","54.19","431","355","54.83","46","33","58.23","42.08","35.48","54.26","390","340","53.42","153","154","49.84","24","15","61.54","237","186","56.03","17","11","60.71","544","359","60.24","5","6","45.45","10.67","90.70","1.014","153","125","51","677","75.00","306","187","129","70.34"
"549","Rem Pitlick","CHI","C","9","140.28333333333","146","124","54.07","94","85","52.51","62","57","52.10","1","8","11.11","7.36","6.08","54.74","74","62","54.41","24","22","52.17","1","5","16.67","50","40","55.56","0","2","0.00","82","66","55.41","0","1","0.00","1.61","85.96","0.876","28","25","7","95","80.00","60","32","19","75.95"
"111","Anders Lee","NYI","L","81","1260.9333333333","1508","1284","54.01","1092","892","55.04","775","604","56.20","69","54","56.10","78.76","59.2","57.09","711","581","55.03","331","224","59.64","29","24","54.72","380","357","51.56","22","16","57.89","947","740","56.14","18","13","58.06","8.90","91.06","1.000","271","225","166","992","62.01","504","322","344","59.43"
"704","Adam Ginning","PHI","D","9","127.35","128","109","54.01","90","72","55.56","59","51","53.64","4","4","50.00","5.56","5.89","48.55","55","54","50.46","28","27","50.91","1","1","50.00","27","27","50.00","1","1","50.00","75","53","58.59","2","2","50.00","6.78","92.16","0.989","12","21","11","128","52.17","28","32","17","62.22"
"267","Nate Schmidt","WPG","D","63","1059.4333333333","1046","891","54.00","754","618","54.96","518","418","55.34","42","34","55.26","49.13","39.04","55.72","471","393","54.51","192","165","53.78","17","22","43.59","279","228","55.03","16","4","80.00","610","513","54.32","9","8","52.94","8.11","91.87","1.000","174","193","120","916","59.18","318","292","217","59.44"
"86","Matt Duchene","DAL","C","80","1341.3","1480","1261","53.99","1083","938","53.59","722","649","52.66","88","51","63.31","82.34","57.1","59.05","776","579","57.27","316","225","58.41","55","29","65.48","460","354","56.51","21","12","63.64","863","734","54.04","11","6","64.71","12.19","92.14","1.043","283","273","153","920","64.91","505","375","392","56.30"
"606","Nick Suzuki","MTL","C","82","1743.65","1869","1594","53.97","1391","1160","54.53","973","814","54.45","111","101","52.36","105.96","85.09","55.46","936","814","53.49","359","312","53.50","52","37","58.43","577","502","53.48","35","36","49.30","1177","832","58.59","22","22","50.00","11.41","87.59","0.990","385","348","246","899","61.01","736","481","466","61.23"
"702","Adam Boqvist","CBJ","D","35","639.91666666667","769","656","53.96","538","491","52.28","365","352","50.91","32","35","47.76","36.55","35.86","50.48","355","301","54.12","145","134","51.97","20","18","52.63","210","167","55.70","10","8","55.56","491","396","55.36","2","8","20.00","8.77","90.06","0.988","127","118","73","402","63.50","300","196","160","65.22"
"886","Radim Zohorna","PIT","L","33","316.4","341","291","53.96","248","217","53.33","178","141","55.80","11","11","50.00","17.29","13.92","55.39","167","147","53.18","80","57","58.39","6","8","42.86","87","90","49.15","3","2","60.00","173","164","51.34","2","1","66.67","6.18","92.20","0.984","33","56","58","306","36.26","63","79","107","37.06"
"22","Brad Marchand","BOS","L","82","1566.35","1705","1456","53.94","1227","1083","53.12","859","761","53.02","105","78","57.38","100.19","80.44","55.47","904","730","55.32","390","315","55.32","51","41","55.43","514","415","55.33","27","20","57.45","1022","843","54.80","26","13","66.67","12.22","89.75","1.020","375","277","341","984","52.37","681","358","576","54.18"
"947","Cutter Gauthier","ANA","L","1","15.4","14","12","53.85","10","8","55.56","7","6","53.85","1","0","100.00","0.39","0.63","38.42","4","6","40.00","1","2","33.33","0","0","-","3","4","42.86","1","0","100.00","11","7","61.11","0","0","-","14.29","100.00","1.143","4","5","1","9","80.00","7","5","2","77.78"
"259","Ben Hutton","VGK","D","41","666.56666666667","683","586","53.82","483","414","53.85","362","274","56.92","37","23","61.67","33.15","22.66","59.40","327","236","58.08","132","96","57.89","18","11","62.07","195","140","58.21","14","5","73.68","408","341","54.47","4","7","36.36","10.22","91.61","1.018","134","123","58","483","69.79","234","179","129","64.46"
"962","Juraj Slafkovsky","MTL","L","82","1470.7333333333","1598","1371","53.82","1179","1005","53.98","816","696","53.97","89","78","53.29","89.13","70.35","55.89","800","688","53.76","316","276","53.38","48","32","60.00","484","412","54.02","25","26","49.02","991","705","58.43","14","15","48.28","10.91","88.79","0.997","344","273","159","842","68.39","592","390","340","63.52"
"366","Brendan Lemieux","CAR","L","32","256.21666666667","248","213","53.80","162","164","49.69","110","124","47.01","11","11","50.00","10.17","10.78","48.55","95","102","48.22","44","48","47.83","6","4","60.00","51","54","48.57","4","7","36.36","152","116","56.72","1","0","100.00","10.00","91.13","1.011","41","57","13","232","75.93","78","78","52","60.00"
"147","Ryan Johansen","COL","C","63","859.5","901","774","53.79","631","566","52.72","452","392","53.55","40","37","51.95","43.04","39.67","52.04","395","319","55.32","163","151","51.91","19","19","50.00","232","168","58.00","6","7","46.15","587","499","54.05","13","8","61.90","8.85","90.56","0.994","171","139","180","663","48.72","309","215","332","48.21"
"305","William Carrier","VGK","L","39","435.66666666667","470","404","53.78","340","275","55.28","238","181","56.80","15","12","55.56","22.6","15.03","60.07","239","170","58.44","114","61","65.14","9","6","60.00","125","109","53.42","4","5","44.44","239","252","48.68","2","1","66.67","6.30","93.37","0.997","64","143","75","359","46.04","104","190","127","45.02"
"398","Pierre Engvall","NYI","L","74","1134.05","1223","1051","53.78","885","746","54.26","633","516","55.09","47","35","57.32","61.82","44.97","57.89","584","495","54.12","254","187","57.60","23","17","57.50","330","308","51.72","19","12","61.29","713","577","55.27","5","6","45.45","7.42","93.22","1.006","217","233","111","896","66.16","371","330","252","59.55"
"824","Nikita Nesterenko","ANA","C","3","34.566666666667","29","25","53.70","20","21","48.78","13","12","52.00","1","1","50.00","1.47","1.28","53.49","12","13","48.00","5","5","50.00","1","1","50.00","7","8","46.67","0","0","-","18","18","50.00","0","0","-","7.69","91.67","0.994","3","8","6","32","33.33","5","11","9","35.71"
"820","Maxwell Crozier","T.B","D","13","168.15","153","132","53.68","108","88","55.10","64","65","49.61","6","8","42.86","6.32","4.42","58.85","68","57","54.40","27","14","65.85","4","5","44.44","41","43","48.81","2","3","40.00","81","77","51.27","0","0","-","9.38","87.69","0.971","11","34","24","159","31.43","29","50","40","42.03"
"893","Yegor Chinakhov","CBJ","R","53","803.88333333333","906","784","53.61","638","557","53.39","443","397","52.74","48","42","53.33","42.83","40.35","51.49","412","355","53.72","152","137","52.60","23","11","67.65","260","218","54.39","20","15","57.14","552","470","54.01","4","11","26.67","10.84","89.42","1.003","164","197","126","534","56.55","318","254","223","58.78"
"506","Patrik Laine","CBJ","L","18","273.93333333333","320","277","53.60","236","198","54.38","145","142","50.52","17","23","42.50","16.21","17.23","48.48","149","126","54.18","53","55","49.07","10","11","47.62","96","71","57.49","3","6","33.33","205","138","59.77","3","4","42.86","11.72","83.80","0.955","69","56","24","161","74.19","131","77","50","72.38"
"96","Reilly Smith","PIT","R","76","1217.6166666667","1322","1145","53.59","922","828","52.69","633","560","53.06","55","44","55.56","65.17","49.99","56.59","617","527","53.93","261","196","57.11","29","32","47.54","356","331","51.82","14","3","82.35","788","665","54.23","12","8","60.00","8.69","92.14","1.008","224","236","167","1012","57.29","417","342","349","54.44"
"54","Max Pacioretty","WSH","L","47","678.38333333333","708","614","53.56","509","419","54.85","340","275","55.28","36","35","50.70","40.5","29.85","57.56","360","272","56.96","164","115","58.78","29","17","63.04","196","157","55.52","7","12","36.84","411","337","54.95","0","4","0.00","10.59","87.27","0.979","128","129","61","568","67.72","256","184","135","65.47"
"51","Evgenii Dadonov","DAL","R","51","671.96666666667","703","610","53.54","481","440","52.23","316","319","49.76","34","36","48.57","30.6","26.54","53.55","334","266","55.67","144","94","60.50","19","15","55.88","190","172","52.49","11","12","47.83","416","355","53.96","4","8","33.33","10.76","88.71","0.995","118","131","96","529","55.14","216","205","194","52.68"
"517","William Lockwood","FLA","R","26","213.16666666667","189","164","53.54","135","117","53.57","101","75","57.39","4","2","66.67","7.25","5.51","56.83","67","48","58.26","35","22","61.40","1","2","33.33","32","26","55.17","1","0","100.00","117","112","51.09","1","0","100.00","3.96","97.33","1.013","37","53","31","198","54.41","55","68","58","48.67"
"983","Adam Fantilli","CBJ","C","49","769.8","839","728","53.54","577","540","51.66","390","389","50.06","36","52","40.91","39.63","36.09","52.34","388","343","53.08","132","140","48.53","13","25","34.21","256","203","55.77","14","18","43.75","520","382","57.65","8","8","50.00","9.23","86.63","0.959","170","126","57","544","74.89","327","184","150","68.55"
"765","Trevor Zegras","ANA","C","31","529.73333333333","556","483","53.51","411","354","53.73","289","242","54.43","24","22","52.17","31.52","25.51","55.27","272","231","54.08","130","90","59.09","11","10","52.38","142","141","50.18","8","10","44.44","314","257","54.99","4","1","80.00","8.30","90.91","0.992","90","86","48","349","65.22","186","114","102","64.58"
"980","Zach Benson","BUF","L","71","1030.7333333333","1059","920","53.51","759","677","52.86","543","460","54.14","46","49","48.42","50.35","48.2","51.09","494","456","52.00","191","204","48.35","22","27","44.90","303","252","54.59","15","17","46.88","640","485","56.89","7","4","63.64","8.47","89.35","0.978","196","191","126","773","60.87","313","252","234","57.22"
"785","Philip Tomasino","NSH","C","41","515.53333333333","556","484","53.46","396","342","53.66","286","244","53.96","25","26","49.02","28.65","20.58","58.19","290","202","58.94","119","83","58.91","14","16","46.67","171","119","58.97","8","7","53.33","289","299","49.15","2","3","40.00","8.74","89.34","0.981","77","97","63","417","55.00","151","137","139","52.07"
"845","Jack Quinn","BUF","R","27","422.31666666667","450","392","53.44","325","302","51.83","233","212","52.36","22","23","48.89","24.84","22.13","52.88","207","181","53.35","71","84","45.81","10","12","45.45","136","97","58.37","10","4","71.43","274","229","54.47","2","6","25.00","9.44","89.15","0.986","95","69","49","318","65.97","156","92","95","62.15"
"801","Pavel Dorofeyev","VGK","L","47","624","670","585","53.39","471","402","53.95","331","272","54.89","33","22","60.00","30.18","23.06","56.69","301","247","54.93","119","98","54.84","16","10","61.54","182","149","54.98","15","5","75.00","431","348","55.33","2","7","22.22","9.97","91.91","1.019","131","110","96","433","57.71","241","176","180","57.24"
"160","Mark Stone","VGK","R","56","1086.8","1221","1068","53.34","897","751","54.43","652","518","55.73","72","56","56.25","69.72","52.42","57.08","611","472","56.42","250","187","57.21","41","28","59.42","361","285","55.88","23","15","60.53","787","629","55.58","7","9","43.75","11.04","89.19","1.002","271","182","161","584","62.73","529","270","300","63.81"
"322","Max Domi","TOR","C","80","1102.8","1222","1071","53.29","885","787","52.93","643","505","56.01","77","57","57.46","61.58","51.62","54.40","617","525","54.03","258","215","54.55","43","34","55.84","359","310","53.66","23","13","63.89","709","564","55.70","11","10","52.38","11.98","88.71","1.007","218","203","78","948","73.65","408","310","224","64.56"
