Player,Team,Position,GP,TOI,Age,atoi,total_percentile,Skater,team_gp,team_TOI,team_atoi,adj_toi,QoTF,QoTD,Team 1_x,Team 2_x,Team 3_x,adj_toi 1_x,adj_toi 2_x,adj_toi 3_x,QoCF,QoCD,team_no,team_count,Team 1_y,Team 2_y,Team 3_y,adj_toi 1_y,adj_toi 2_y,adj_toi 3_y,QoCF 1,QoCF 2,QoCF 3,QoTF 1,QoTF 2,QoTF 3,QoCD 1,QoCD 2,QoCD 3,QoTD 1,QoTD 2,QoTD 3,toughest_min,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iHDCF,Rush Attempts,Rebounds Created,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs %,CF,CA,GF,GA,GF%,xGF,xGA,HDGF%,PDO
Jason Zucker,PIT,L,41,607.63,32.0,14.82,14.07,F,41.0,607.63,14.82,607.62,12.5,0.0,,,,,,,15.19,12.61,1,PIT,,,,,,,,,,,,,,,,,,,40.3,1,2,1,1,3,100.00,13,7.69,1.0,19,5,3,1,1,1,14,11,1,-,605,503,32,27,54.24,31.63,22.34,53.33,0.992
Brett Howden,VGK,C,47,500.82,26.0,10.66,7.04,F,47.0,500.82,10.66,501.02,17.65,0.0,,,,,,,8.71,3.62,1,VGK,,,,,,,,,,,,,,,,,,,29.98,1,1,0,1,2,100.00,7,14.29,1.04,21,5,0,0,0,1,22,8,5,33.33,430,485,27,21,56.25,23.44,22.31,58.62,1.028
Michael McCarron,NSH,R,51,529.85,29.0,10.39,8.68,F,51.0,529.85,10.39,529.89,8.33,0.0,,,,,,,10.28,5.41,1,NSH,,,,,,,,,,,,,,,,,,,24.02,0,0,0,0,0,-,6,0.00,0.74,10,3,0,0,1,1,9,16,6,56.06,432,538,24,20,54.55,19.28,26.42,65.38,1.035
Michael Amadio,TOR,C,56,681.0,28.0,12.16,16.92,F,3.0,27.48,9.16,512.96,6.67,0.0,VGK,TOR,0,690.48,512.96,0.0,9.84,4.5,2,Multi,VGK,TOR,0,690.48,512.96,0.0,18.39622641509434,9.836065573770492,0.0,41.1764705882353,6.666666666666667,0.0,14.93212669683258,4.504504504504505,0.0,0.0,0.0,0.0,21.009999999999998,1,1,1,0,2,100.00,4,25.00,0.64,9,3,1,2,0,1,2,6,1,61.54,711,587,29,29,50.00,31.46,23.75,51.61,0.98
Quinton Byfield,L.A,C,40,486.27,21.0,12.16,6.89,F,40.0,486.27,12.16,486.4,7.69,0.0,,,,,,,8.9,3.17,1,L.A,,,,,,,,,,,,,,,,,,,19.76,0,4,3,1,4,57.14,6,0.00,0.39,20,3,1,3,3,3,11,14,0,50.00,414,402,15,20,42.86,20.34,18.15,31.58,0.981
Sam Lafferty,PIT,"C, R",56,759.98,29.0,13.57,22.75,F,10.0,87.08,8.71,487.76000000000005,6.25,0.0,CHI,PIT,0,819.2800000000001,487.76000000000005,0.0,9.13,3.15,2,Multi,CHI,PIT,0,819.2800000000001,487.76000000000005,0.0,30.06993006993007,9.133489461358314,0.0,37.5,6.25,0.0,20.361990950226243,3.1531531531531534,0.0,14.285714285714286,0.0,0.0,18.53,0,0,0,0,0,0.00,7,0.00,1.38,19,5,1,2,2,0,27,10,0,45.71,536,864,21,50,29.58,26.41,40.0,37.50,0.96
Aliaksei Protas,WSH,C,33,390.5,23.0,11.83,2.84,F,33.0,390.5,11.83,390.39,11.76,0.0,,,,,,,3.99,0.0,1,WSH,,,,,,,,,,,,,,,,,,,15.75,0,2,1,1,2,100.00,8,0.00,0.55,13,2,1,1,1,2,4,5,3,-,381,297,19,13,59.38,17.84,13.28,50.00,1.01
Connor Dewar,MIN,C,35,346.75,24.0,9.91,1.65,F,35.0,346.75,9.91,346.85,5.88,0.0,,,,,,,2.34,0.0,1,MIN,,,,,,,,,,,,,,,,,,,8.219999999999999,0,1,1,0,1,100.00,5,0.00,0.25,9,1,1,1,3,3,14,10,2,0.00,312,306,11,15,42.31,12.16,12.96,33.33,0.973
Dakota Joshua,STL,C,30,254.78,28.0,8.49,0.3,F,30.0,254.78,8.49,254.70000000000002,6.67,0.0,,,,,,,0.23,0.0,1,STL,,,,,,,,,,,,,,,,,,,6.9,2,4,3,1,6,75.00,7,28.57,1.54,16,8,0,4,1,4,71,26,5,40.00,247,219,15,9,62.50,13.12,8.66,70.00,1.019
Nicholas Paul,,L,80,1320.97,29.0,16.51,68.26,F,80.0,1320.97,16.51,1320.8000000000002,,,,,,,,,76.99,51.75,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,100.00,9,11.11,0.72,11,3,2,0,2,2,15,11,4,56.25,1124,1359,43,77,35.83,54.48,69.94,34.78,0.966
